type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
Control,York,L9N,Casual Dining,Franchise,1,Yes,No,10-20,17.75,No
Control,Halton,L6K,Family Style,No,12,Yes,Yes,20-30,22.7,No
Control,York,L4H,Casual Dining,Franchise,0,Yes,Yes,10-20,14.94,No
Control,York,L0H,Fast Casual,Franchise,7,No,No,10-20,18.72,No
Control,Peel,L7K,Family Style,No,17,Yes,Yes,10-20,21.17,No
Control,York,L0N,Casual Dining,No,12,No,No,1-10,18.61,No
Control,Toronto,M1P,Casual Dining,No,7,Yes,No,1-10,20.23,No
Control,Durham,L0C,Fast Casual,Franchise,1,No,No,1-10,17.38,No
Control,Durham,L1T,Fast Casual,Franchise,0,Yes,No,10-20,16.7,No
Control,Halton,L7T,Family Style,No,4,Yes,Yes,1-10,17.36,No
Control,Peel,L7K,Fast Casual,No,14,Yes,Yes,10-20,15.26,No
Control,Halton,L0P,Premium Casual,Franchise,9,Yes,No,20-30,18.24,No
Control,Durham,L9L,Casual Dining,No,7,Yes,No,1-10,16.96,No
Control,York,L3X,Fast Casual,Franchise,10,Yes,Yes,10-20,18.52,No
Control,York,L6E,Fine Dining,No,15,Yes,Yes,1-10,19.62,No
Control,Halton,L7S,Premium Casual,No,10,Yes,Yes,1-10,18.58,No
Control,Toronto,M3U,Casual Dining,No,6,No,No,1-10,16.64,No
Control,Toronto,M7N,Family Style,No,9,Yes,No,>30,15.6,No
Control,Toronto,M1Z,Family Style,No,2,Yes,Yes,1-10,22,No
Control,Durham,L0E,Casual Dining,Franchise,13,Yes,Yes,10-20,18.43,No
Control,York,L7E,Fast Food,Franchise,2,Yes,Yes,1-10,19.09,No
Control,Durham,L9P,Family Style,Franchise,12,Yes,No,20-30,16.78,No
Control,Peel,L6Y,Family Style,No,1,No,Yes,1-10,13.5,No
Control,Durham,L0C,Premium Casual,Franchise,15,Yes,Yes,10-20,16.43,No
Control,Halton,L6K,Family Style,No,15,Yes,No,10-20,15.81,No
Control,Durham,L0E,Casual Dining,Franchise,11,No,No,10-20,19.65,No
Control,Peel,L5M,Premium Casual,Franchise,0,Yes,No,1-10,15.65,No
Control,York,L6E,Family Style,No,16,Yes,No,10-20,21.55,No
Control,Toronto,M8R,Casual Dining,No,13,Yes,Yes,1-10,15.67,No
Control,Durham,L1V,Casual Dining,No,8,Yes,Yes,10-20,17.34,No
Control,Toronto,M3R,Family Style,No,3,Yes,No,10-20,15.36,No
Control,Halton,L0P,Casual Dining,Franchise,6,Yes,Yes,10-20,14.47,No
Control,Halton,L7S,Fast Casual,Franchise,11,Yes,No,1-10,13.39,No
Control,Peel,L7A,Family Style,No,6,Yes,No,10-20,17.9,No
Control,Durham,L1W,Fast Casual,No,5,Yes,No,1-10,19.98,No
Control,Toronto,M5A,Casual Dining,No,8,Yes,Yes,20-30,15.9,No
Control,York,L9N,Fast Food,Franchise,10,Yes,No,1-10,17.43,No
Control,Halton,L0P,Casual Dining,No,2,Yes,No,10-20,17.41,No
Control,Durham,L1L,Casual Dining,No,16,No,Yes,10-20,19.26,No
Control,Durham,L1G,Family Style,No,5,Yes,No,1-10,17.21,No
Control,Peel,L5P,Premium Casual,Franchise,22,Yes,No,1-10,18.87,No
Control,Halton,L0P,Fast Casual,No,6,Yes,Yes,1-10,13.64,No
Control,York,L4G,Premium Casual,No,8,Yes,No,10-20,19.56,No
Control,Durham,L0E,Fast Food,No,2,Yes,No,1-10,17.94,No
Control,Peel,L6V,Fine Dining,Franchise,4,No,No,1-10,15.88,No
Control,Halton,L7N,Fast Casual,Franchise,12,Yes,No,10-20,16.41,No
Control,Peel,L5N,Family Style,No,5,Yes,No,10-20,15.75,No
Control,York,L3S,Family Style,No,1,Yes,Yes,1-10,15.36,No
Control,York,L0G,Premium Casual,Franchise,5,Yes,Yes,1-10,16.43,No
Control,York,L9N,Family Style,No,7,Yes,Yes,10-20,13.28,No
Control,Durham,L1T,Premium Casual,Franchise,10,Yes,No,10-20,18.81,No
Control,Durham,L9L,Fast Casual,No,13,Yes,No,10-20,15.73,No
Control,Halton,L6K,Fast Food,No,14,Yes,Yes,1-10,19.46,No
Control,Peel,L6V,Fast Casual,No,10,Yes,Yes,1-10,20.35,No
Control,Toronto,M1D,Premium Casual,No,1,Yes,Yes,1-10,16.13,No
Control,York,L7E,Fast Casual,No,4,Yes,No,10-20,21,No
Control,Toronto,M3B,Fast Casual,Franchise,7,Yes,No,1-10,17.33,Yes
Control,Toronto,M1A,Casual Dining,Franchise,2,Yes,No,1-10,18.09,No
Control,York,L9N,Family Style,Franchise,6,Yes,Yes,1-10,16.82,No
Control,Peel,L5V,Fast Casual,Franchise,6,Yes,No,1-10,17.99,No
Control,York,L9N,Family Style,Franchise,20,No,Yes,10-20,17.58,No
Control,Peel,L6X,Family Style,No,21,Yes,No,1-10,17.42,No
Control,Durham,L1S,Family Style,No,1,No,Yes,1-10,15.09,No
Control,York,L6B,Casual Dining,Franchise,5,Yes,No,1-10,14.75,No
Control,Toronto,M0U,Fast Food,No,12,Yes,Yes,1-10,14.78,No
Control,Peel,L7K,Family Style,No,6,No,No,1-10,16.49,No
Control,Toronto,M1I,Fine Dining,No,4,No,Yes,10-20,17.28,No
Control,Peel,L7K,Family Style,No,8,Yes,Yes,10-20,19.59,No
Control,Toronto,M9E,Premium Casual,No,6,Yes,Yes,10-20,16.89,No
Control,Peel,L6P,Family Style,No,6,Yes,No,1-10,17.3,No
Control,York,L0H,Fast Casual,No,1,Yes,Yes,10-20,21.95,No
Control,York,L7B,Casual Dining,Franchise,27,Yes,No,1-10,22.88,No
Control,Peel,L5A,Fast Food,No,21,Yes,No,10-20,17.64,No
Control,York,L7B,Family Style,Franchise,14,Yes,Yes,20-30,16.6,No
Control,Peel,L6V,Premium Casual,No,9,Yes,Yes,10-20,15.82,No
Control,York,L4B,Fast Casual,No,7,Yes,No,10-20,12.67,No
Control,Peel,L7C,Fine Dining,Franchise,6,Yes,No,1-10,16.83,No
Control,Peel,L7K,Premium Casual,Franchise,2,Yes,No,10-20,22.09,No
Control,Toronto,M7F,Premium Casual,No,11,Yes,Yes,1-10,20.85,No
Control,Durham,L9L,Casual Dining,No,19,Yes,Yes,10-20,16.29,No
Control,York,L7B,Casual Dining,No,12,Yes,Yes,1-10,18.74,No
Control,Toronto,M9F,Premium Casual,Franchise,9,Yes,No,20-30,14.08,No
Control,Peel,L5V,Premium Casual,Franchise,12,Yes,No,10-20,10.95,No
Control,York,L3R,Fast Casual,No,18,Yes,Yes,1-10,21.35,Yes
Control,Halton,L6K,Casual Dining,No,20,Yes,No,10-20,18.86,No
Control,Toronto,M1J,Fast Casual,No,14,Yes,Yes,1-10,18.63,No
Control,Toronto,M2E,Casual Dining,Franchise,13,Yes,Yes,10-20,22.18,No
Control,Toronto,M3T,Premium Casual,Franchise,9,Yes,No,1-10,19.2,No
Control,York,L7E,Casual Dining,No,9,Yes,No,1-10,15.35,No
Control,Durham,L0E,Family Style,No,4,Yes,Yes,1-10,18.23,No
Control,York,L4G,Family Style,No,15,Yes,No,20-30,16.2,No
Control,Durham,L1J,Premium Casual,Franchise,9,Yes,No,10-20,14.13,No
Control,Toronto,M9X,Casual Dining,No,10,Yes,No,1-10,19.69,No
Control,York,L3R,Family Style,Franchise,18,Yes,No,10-20,16.61,No
Control,Peel,L4Y,Premium Casual,Franchise,4,Yes,No,20-30,17.56,No
Control,York,L4P,Family Style,No,11,Yes,No,10-20,18.58,No
Control,Halton,L6K,Casual Dining,No,11,Yes,Yes,10-20,11.89,No
Control,Peel,L5A,Family Style,Franchise,10,No,No,1-10,14.86,No
Control,York,L7E,Fast Casual,Franchise,16,Yes,No,1-10,16.02,No
Control,Halton,L7L,Casual Dining,Franchise,13,Yes,Yes,10-20,15.05,No
Control,York,L4S,Fast Casual,No,11,Yes,No,1-10,16.34,No
Control,Toronto,M7J,Casual Dining,No,10,Yes,No,10-20,15.64,No
Control,Halton,L7N,Casual Dining,No,12,Yes,No,10-20,18.29,No
Control,Durham,L1X,Fine Dining,Franchise,6,Yes,Yes,20-30,15.25,No
Control,Halton,L6L,Fine Dining,Franchise,6,Yes,No,1-10,14.53,No
Control,Peel,L7A,Fast Casual,No,8,No,No,1-10,19.13,No
Control,Peel,L7A,Family Style,Franchise,7,Yes,Yes,1-10,16.14,No
Control,Halton,L6H,Casual Dining,Franchise,18,Yes,No,20-30,17.58,No
Control,Peel,L4X,Fast Casual,No,11,No,No,10-20,20.62,No
Control,Toronto,M8R,Family Style,No,1,Yes,No,10-20,18.01,No
Control,York,L9N,Premium Casual,Franchise,10,Yes,No,1-10,14.25,No
Control,York,L6C,Premium Casual,No,2,Yes,Yes,1-10,17.06,No
Control,Peel,L7K,Casual Dining,No,0,Yes,Yes,>30,16.73,No
Control,Toronto,M2I,Fast Casual,No,1,Yes,Yes,>30,12.72,No
Control,Peel,L7K,Fast Food,Franchise,4,No,No,1-10,24.05,No
Control,Toronto,M1T,Premium Casual,No,7,Yes,No,1-10,18.04,No
Control,Peel,L7A,Fast Food,No,5,No,Yes,1-10,20.79,No
Control,Toronto,M1L,Fast Food,No,15,Yes,No,1-10,15.29,No
Control,Halton,L0P,Premium Casual,No,20,Yes,No,20-30,17.83,No
Control,York,L3R,Family Style,No,11,Yes,No,10-20,16.17,No
Control,Toronto,M6L,Fast Casual,No,18,Yes,No,1-10,17.61,No
Control,York,L7B,Casual Dining,No,16,Yes,Yes,10-20,19.54,No
Control,York,L0J,Casual Dining,No,11,Yes,No,1-10,16.15,No
Control,Halton,L0P,Fast Food,Franchise,25,Yes,No,10-20,16,No
Control,Peel,L7C,Casual Dining,No,1,Yes,No,10-20,14.57,No
Control,Peel,L5M,Fast Casual,No,7,Yes,Yes,1-10,14.04,No
Control,Toronto,M2D,Family Style,No,3,No,No,10-20,20.53,No
Control,York,L4L,Fast Casual,No,5,No,Yes,10-20,17.11,No
Control,York,L4P,Fine Dining,Franchise,9,Yes,Yes,1-10,18.2,No
Control,Toronto,M4V,Casual Dining,Franchise,4,Yes,Yes,10-20,18.96,No
Control,York,L6B,Casual Dining,No,20,Yes,No,10-20,9.72,No
Control,Durham,L1W,Family Style,No,2,Yes,No,10-20,16.97,No
Control,York,L9N,Family Style,No,16,Yes,No,1-10,16.68,No
Control,Toronto,M4Y,Casual Dining,No,0,Yes,Yes,1-10,16.51,No
Control,Durham,L0C,Fast Food,Franchise,4,Yes,Yes,10-20,19.17,No
Control,Toronto,M3X,Premium Casual,Franchise,10,Yes,Yes,10-20,19.97,No
Control,York,L9N,Family Style,Franchise,1,Yes,No,1-10,13.69,No
Control,Durham,L0E,Premium Casual,No,6,Yes,Yes,1-10,16.46,No
Control,Peel,L5C,Fast Casual,No,8,Yes,Yes,10-20,15.37,No
Control,Peel,L4X,Casual Dining,Franchise,1,Yes,No,10-20,18.37,No
Control,Halton,L0P,Fine Dining,No,5,Yes,Yes,1-10,14.83,No
Control,Toronto,M0S,Fast Food,No,12,Yes,No,10-20,15.53,No
Control,Durham,L0E,Family Style,No,11,Yes,Yes,1-10,14.35,No
Control,Halton,L9T,Fast Casual,Franchise,19,Yes,No,10-20,13.72,No
Control,Toronto,M3C,Fast Casual,No,8,Yes,Yes,10-20,19.53,No
Control,Peel,L5J,Casual Dining,Franchise,12,Yes,Yes,1-10,13.23,No
Control,Toronto,M2E,Premium Casual,No,11,No,No,1-10,16.37,No
Control,York,L0J,Fast Casual,No,0,Yes,Yes,1-10,14.6,No
Control,Toronto,M0O,Casual Dining,No,12,Yes,No,10-20,18.6,No
Control,York,L7B,Fast Food,No,7,Yes,No,10-20,14.39,No
Control,Toronto,M0L,Casual Dining,No,9,Yes,No,1-10,15.05,No
Control,Toronto,M3U,Casual Dining,No,3,No,Yes,10-20,13.09,No
Control,Toronto,M0Y,Family Style,No,15,Yes,Yes,1-10,11.04,No
Control,Toronto,M3J,Casual Dining,No,8,No,Yes,10-20,19.36,No
Control,York,L3P,Family Style,No,7,No,Yes,1-10,14.12,No
Control,Toronto,M6R,Casual Dining,No,15,Yes,No,1-10,16.8,No
Control,Peel,L4T,Fast Casual,No,15,Yes,Yes,1-10,16.89,No
Control,York,L9N,Fine Dining,No,9,Yes,Yes,1-10,15.56,No
Control,Toronto,M6A,Fast Food,Franchise,13,Yes,No,10-20,18.84,No
Control,Halton,L9E,Casual Dining,Franchise,14,No,No,1-10,17.16,No
Control,York,L9N,Fast Casual,Franchise,7,Yes,No,1-10,20.62,No
Control,Toronto,M1A,Family Style,No,2,Yes,No,10-20,22.14,No
Control,Peel,L5J,Casual Dining,Franchise,12,Yes,No,10-20,16.06,No
Control,Peel,L5C,Family Style,No,2,Yes,Yes,1-10,14.28,No
Control,Toronto,M7H,Casual Dining,Franchise,16,Yes,Yes,10-20,15.27,No
Control,Peel,L4T,Casual Dining,No,24,Yes,No,1-10,17.04,No
Control,Halton,L0P,Casual Dining,No,11,Yes,No,10-20,19.19,No
Control,Peel,L7A,Fast Casual,Franchise,3,Yes,No,10-20,19.79,No
Control,Durham,L0E,Casual Dining,Franchise,4,Yes,Yes,10-20,19.65,No
Control,York,L0N,Casual Dining,Franchise,9,Yes,Yes,10-20,19.06,No
Control,Peel,L5B,Casual Dining,No,16,Yes,Yes,1-10,18.38,No
Control,Halton,L6M,Fine Dining,Franchise,7,No,Yes,1-10,19.11,No
Control,Toronto,M2U,Casual Dining,No,15,Yes,No,1-10,16.85,No
Control,Halton,L6J,Premium Casual,No,4,Yes,Yes,10-20,16.59,No
Control,Toronto,M3Y,Fast Casual,No,6,No,Yes,1-10,16.24,No
Control,Durham,L0B,Fast Casual,No,0,Yes,No,10-20,15.8,No
Control,Peel,L7K,Casual Dining,No,13,Yes,No,1-10,20.36,No
Control,Peel,L6R,Casual Dining,No,1,Yes,No,1-10,15.66,No
Control,Toronto,M0M,Fine Dining,Franchise,10,No,No,1-10,16.73,No
Control,Peel,L6S,Family Style,No,21,No,Yes,10-20,16.29,No
Control,Peel,L4Z,Fast Casual,No,12,Yes,Yes,10-20,12.31,No
Control,Peel,L4V,Casual Dining,Franchise,6,No,Yes,10-20,18.1,No
Control,Halton,L9E,Premium Casual,Franchise,7,Yes,No,1-10,20.32,No
Control,Durham,L0B,Casual Dining,No,12,Yes,Yes,10-20,13.33,No
Control,Peel,L7K,Fast Casual,No,17,Yes,Yes,1-10,15.49,No
Control,Halton,L9T,Fine Dining,No,9,Yes,Yes,10-20,13.67,No
Control,Durham,L1W,Fine Dining,No,11,Yes,Yes,10-20,18.01,No
Control,Peel,L5B,Family Style,No,7,Yes,No,1-10,22.47,No
Control,Toronto,M4F,Fast Food,Franchise,18,Yes,Yes,1-10,21.04,No
Control,Durham,L9L,Casual Dining,No,1,Yes,Yes,1-10,17.31,No
Control,Toronto,M8W,Fast Food,Franchise,5,Yes,No,1-10,16.4,No
Control,Toronto,M7C,Family Style,No,5,Yes,No,10-20,22.27,No
Control,Toronto,M7J,Family Style,No,6,Yes,No,10-20,19.14,No
Control,Halton,L9E,Casual Dining,No,10,Yes,Yes,10-20,13.95,No
Control,Toronto,M7R,Premium Casual,No,13,Yes,No,10-20,15.82,No
Control,York,L6E,Casual Dining,No,4,Yes,No,1-10,20.78,No
Control,Toronto,M0R,Fast Casual,No,16,No,No,10-20,19.51,No
Control,Toronto,M7Q,Fine Dining,No,8,Yes,Yes,10-20,14.26,No
Control,York,L3Y,Premium Casual,No,4,Yes,No,10-20,20.94,No
Control,Peel,L5P,Fast Food,Franchise,4,Yes,No,1-10,16.76,No
Control,Peel,L7K,Casual Dining,Franchise,16,Yes,Yes,1-10,15.98,No
Control,Halton,L0P,Fast Casual,No,8,Yes,No,1-10,19.98,No
Control,York,L9N,Casual Dining,No,3,Yes,No,10-20,14.79,No
Control,York,L4A,Family Style,No,9,Yes,Yes,10-20,12.72,No
Control,Halton,L9T,Casual Dining,Franchise,16,Yes,Yes,1-10,17.54,No
Control,Toronto,M8Q,Family Style,No,7,No,No,1-10,16.89,No
Control,Peel,L6Y,Family Style,No,16,Yes,No,10-20,13.52,No
Control,Toronto,M5B,Casual Dining,No,3,Yes,Yes,10-20,15.97,No
Control,York,L7B,Fast Casual,No,20,Yes,No,10-20,14.43,No
Control,York,L4P,Family Style,No,18,Yes,Yes,1-10,19.53,No
Control,Peel,L6S,Premium Casual,Franchise,8,No,No,10-20,12.43,No
Control,Toronto,M0E,Family Style,No,11,Yes,Yes,1-10,16.65,No
Control,Toronto,M8W,Fast Casual,No,12,Yes,No,1-10,17.11,No
Control,Toronto,M3K,Fine Dining,No,0,Yes,No,10-20,14.81,No
Control,Toronto,M8A,Casual Dining,Franchise,3,Yes,No,1-10,18.93,No
Control,Toronto,M7Z,Fast Food,No,12,Yes,No,1-10,14.65,No
Control,Toronto,M5M,Fine Dining,Franchise,24,Yes,No,10-20,15.82,No
Control,York,L7E,Fast Casual,Franchise,13,Yes,No,10-20,19.98,No
Control,York,L9N,Fast Casual,No,15,No,No,10-20,19.6,No
Control,Toronto,M0Q,Fast Food,No,19,Yes,Yes,10-20,16.96,No
Control,Durham,L9L,Fine Dining,No,3,Yes,Yes,1-10,20.13,No
Control,York,L9N,Fine Dining,No,4,No,Yes,10-20,19.35,No
Control,Toronto,M4T,Premium Casual,No,2,Yes,No,10-20,14.89,No
Control,Halton,L7S,Fast Casual,No,12,Yes,No,1-10,19.7,No
Control,Halton,L9T,Premium Casual,Franchise,14,Yes,No,10-20,16.53,No
Control,Peel,L5V,Fast Casual,No,9,Yes,No,1-10,16.36,No
Control,Halton,L0P,Fast Casual,No,10,Yes,Yes,20-30,21.63,No
Control,Halton,L0P,Fast Casual,No,21,Yes,No,1-10,18.31,No
Control,Toronto,M9F,Fast Food,Franchise,9,Yes,No,10-20,23.43,No
Control,York,L0G,Fast Casual,No,15,Yes,No,10-20,14.69,No
Control,Peel,L6Y,Casual Dining,No,3,Yes,No,1-10,17.67,No
Control,Toronto,M9T,Premium Casual,No,22,Yes,No,10-20,16.3,No
Control,York,L4G,Casual Dining,No,8,Yes,Yes,10-20,16.08,No
Control,Peel,L4T,Premium Casual,Franchise,5,Yes,No,1-10,15.8,No
Control,Halton,L7S,Casual Dining,Franchise,10,Yes,No,10-20,13.85,No
Control,Toronto,M1P,Premium Casual,No,17,Yes,No,>30,17.48,No
Control,Durham,L9L,Family Style,Franchise,19,Yes,Yes,10-20,15,No
Control,Toronto,M6I,Casual Dining,Franchise,5,No,Yes,10-20,17.09,No
Control,Peel,L4Z,Premium Casual,Franchise,10,Yes,No,10-20,15.66,No
Control,Toronto,M9A,Fast Casual,Franchise,0,No,No,1-10,14.23,No
Control,Peel,L4T,Family Style,Franchise,8,Yes,No,20-30,17.33,No
Control,Peel,L5S,Fine Dining,Franchise,12,Yes,Yes,1-10,17.78,No
Control,Durham,L0C,Family Style,No,5,No,No,10-20,13.28,No
Control,Peel,L7C,Premium Casual,No,9,Yes,No,1-10,16.94,No
Control,Durham,L0E,Fast Casual,No,3,Yes,Yes,1-10,13.88,No
Control,Peel,L4V,Fine Dining,No,7,Yes,Yes,20-30,15.52,No
Control,Durham,L0E,Fast Food,No,10,Yes,Yes,1-10,16.58,No
Control,Peel,L7K,Fast Food,Franchise,7,Yes,Yes,10-20,17.48,No
Control,Durham,L1V,Family Style,Franchise,11,Yes,No,20-30,12.3,No
Control,Halton,L7M,Casual Dining,Franchise,12,Yes,Yes,10-20,16.89,No
Control,Peel,L6X,Casual Dining,No,4,Yes,No,10-20,18.42,No
Control,Toronto,M0A,Fast Casual,No,15,Yes,No,20-30,16.01,No
Control,Toronto,M2M,Fast Casual,Franchise,15,Yes,No,1-10,21.92,No
Control,York,L0G,Casual Dining,Franchise,15,Yes,Yes,10-20,17.35,No
Control,Toronto,M1P,Family Style,No,20,Yes,No,1-10,15.48,No
Control,York,L0N,Casual Dining,No,11,No,Yes,20-30,21.75,No
Control,Durham,L9P,Family Style,No,13,Yes,No,1-10,15.96,No
Control,York,L3X,Family Style,No,19,Yes,Yes,10-20,15.4,No
Control,Halton,L7M,Family Style,Franchise,5,Yes,Yes,1-10,7.44,No
Control,Toronto,M7I,Family Style,No,9,Yes,No,1-10,17.81,No
Control,Toronto,M3W,Casual Dining,Franchise,6,Yes,No,10-20,13.12,No
Control,York,L3Z,Family Style,No,8,Yes,No,10-20,16.71,No
Control,Peel,L4Y,Family Style,Franchise,9,Yes,Yes,1-10,16.23,No
Control,Durham,L0E,Casual Dining,No,18,Yes,Yes,1-10,15.44,No
Control,York,L9N,Casual Dining,No,14,Yes,Yes,1-10,12.51,No
Control,Toronto,M4D,Premium Casual,Franchise,23,Yes,No,10-20,14.98,No
Control,Durham,L0C,Fine Dining,Franchise,3,Yes,Yes,1-10,15.37,No
Control,Toronto,M0J,Casual Dining,Franchise,24,Yes,Yes,10-20,17.27,No
Control,Toronto,M9I,Casual Dining,No,14,Yes,Yes,1-10,15.87,No
Control,Durham,L1S,Fast Casual,No,16,Yes,No,20-30,17.9,No
Control,York,L0N,Fast Casual,No,16,Yes,Yes,1-10,17.52,No
Control,Peel,L6V,Fast Casual,No,3,Yes,Yes,1-10,16.3,No
Control,Peel,L5H,Family Style,Franchise,18,Yes,Yes,1-10,21.39,No
Control,York,L3X,Fast Casual,Franchise,8,Yes,Yes,1-10,15.36,No
Control,York,L7E,Fast Food,No,3,Yes,Yes,1-10,18.06,No
Control,Peel,L5N,Fast Casual,No,8,Yes,Yes,10-20,13.15,No
Control,York,L6E,Casual Dining,Franchise,12,Yes,No,1-10,21.47,No
Control,Durham,L1M,Casual Dining,No,4,Yes,No,1-10,16.59,No
Control,Peel,L7A,Fine Dining,No,5,Yes,No,1-10,18.43,No
Control,Toronto,M4W,Family Style,No,14,Yes,Yes,1-10,16.09,No
Control,Durham,L1J,Family Style,No,2,Yes,Yes,10-20,18.7,No
Control,Peel,L6R,Casual Dining,No,5,Yes,No,10-20,15.22,No
Control,Halton,L6H,Family Style,No,13,Yes,Yes,1-10,12.75,No
Control,Toronto,M5V,Casual Dining,Franchise,15,Yes,No,1-10,17.49,No
Control,Toronto,M3M,Fast Food,No,13,No,Yes,10-20,18.55,No
Control,Durham,L1W,Premium Casual,No,20,No,No,10-20,17.96,No
Control,York,L3P,Family Style,No,10,Yes,No,10-20,16.62,No
Control,Halton,L9E,Family Style,No,9,Yes,No,10-20,15.56,No
Control,York,L9N,Fast Food,No,10,Yes,Yes,10-20,21.14,No
Control,Peel,L7C,Family Style,Franchise,10,Yes,No,10-20,15.29,No
Control,Peel,L5B,Family Style,No,10,Yes,No,10-20,19.48,No
Control,Toronto,M7X,Premium Casual,No,5,Yes,Yes,10-20,18.04,No
Control,Toronto,M9Y,Casual Dining,No,11,Yes,Yes,10-20,19.41,No
Control,Peel,L6S,Fast Casual,No,4,Yes,No,1-10,19.7,No
Control,Durham,L9P,Premium Casual,No,0,Yes,No,1-10,16.76,No
Control,York,L9N,Fast Food,No,14,Yes,No,10-20,12.02,No
Control,York,L4C,Casual Dining,Franchise,8,Yes,Yes,10-20,18.11,No
Control,York,L3Y,Fast Casual,Franchise,12,Yes,Yes,20-30,14.46,No
Control,Peel,L7K,Fast Casual,No,6,Yes,No,1-10,18.12,No
Control,Toronto,M1I,Premium Casual,No,4,Yes,Yes,1-10,21.43,No
Control,Halton,L7L,Premium Casual,No,2,Yes,No,10-20,20.84,No
Control,Toronto,M3Z,Casual Dining,Franchise,12,Yes,Yes,1-10,16.73,No
Control,York,L4C,Fine Dining,No,8,Yes,No,1-10,16.82,No
Control,Toronto,M6Y,Fine Dining,No,10,Yes,Yes,1-10,14.43,No
Control,Halton,L0P,Casual Dining,No,8,Yes,No,1-10,18.31,No
Control,Durham,L9P,Family Style,Franchise,3,Yes,Yes,10-20,14.85,No
Control,Toronto,M7M,Fast Casual,No,3,Yes,Yes,1-10,16.88,No
Control,Toronto,M3K,Family Style,No,14,Yes,No,1-10,17.42,No
Control,Peel,L6T,Casual Dining,Franchise,2,Yes,Yes,10-20,13.58,No
Control,Toronto,M1F,Fast Casual,No,15,Yes,No,10-20,19.26,No
Control,Toronto,M4K,Fine Dining,Franchise,17,Yes,Yes,1-10,17.79,No
Control,York,L9N,Premium Casual,No,14,Yes,Yes,1-10,19.3,No
Control,Durham,L1Z,Casual Dining,Franchise,13,Yes,Yes,10-20,18.5,No
Control,York,L4P,Casual Dining,Franchise,4,Yes,Yes,1-10,14.44,No
Control,Peel,L4Y,Fast Casual,Franchise,1,Yes,Yes,1-10,16.09,No
Control,Halton,L6J,Casual Dining,No,8,Yes,No,1-10,22.4,No
Control,Peel,L6X,Family Style,Franchise,7,No,No,10-20,17.24,No
Control,Toronto,M9A,Casual Dining,Franchise,11,Yes,Yes,1-10,15.23,No
Control,Toronto,M7T,Casual Dining,Franchise,4,Yes,Yes,10-20,20.14,No
Control,Peel,L5C,Family Style,No,3,No,No,10-20,17.78,No
Control,Peel,L6Z,Fast Casual,No,21,Yes,No,1-10,17.54,No
Control,Peel,L6X,Casual Dining,No,24,No,No,10-20,16.31,No
Control,York,L4E,Premium Casual,No,16,Yes,Yes,1-10,13.98,No
Control,York,L3R,Premium Casual,Franchise,7,Yes,No,10-20,19.93,No
Control,York,L9N,Family Style,Franchise,8,Yes,No,10-20,16.78,No
Control,York,L0G,Casual Dining,Franchise,15,Yes,No,10-20,17.48,No
Control,York,L0H,Casual Dining,No,14,No,Yes,10-20,16.06,No
Control,Toronto,M4G,Fine Dining,No,6,Yes,No,1-10,17.84,No
Control,Toronto,M0D,Casual Dining,No,9,Yes,Yes,1-10,18.04,No
Control,Halton,L0P,Premium Casual,Franchise,6,Yes,No,1-10,21.32,No
Control,York,L4P,Family Style,Franchise,16,Yes,Yes,1-10,16.67,No
Control,Toronto,M6V,Fast Food,No,7,Yes,No,10-20,17.53,No
Control,Toronto,M5S,Fine Dining,No,14,Yes,No,1-10,16.98,No
Control,Durham,L0B,Fast Food,Franchise,5,Yes,Yes,10-20,12.92,No
Control,York,L4H,Fast Casual,No,20,Yes,No,1-10,18.01,No
Control,Toronto,M5X,Casual Dining,Franchise,14,No,No,10-20,16.89,No
Control,Halton,L0P,Fast Casual,No,6,Yes,No,10-20,17.53,No
Control,Peel,L5J,Casual Dining,No,17,Yes,Yes,1-10,15.02,No
Control,Toronto,M1N,Fast Casual,Franchise,8,Yes,No,10-20,17.2,No
Control,Peel,L6V,Casual Dining,No,17,No,No,10-20,25.74,No
Control,Toronto,M6N,Premium Casual,Franchise,3,Yes,Yes,1-10,13.75,No
Control,Durham,L9L,Casual Dining,No,0,Yes,No,1-10,18.44,No
Control,Peel,L7K,Casual Dining,Franchise,3,Yes,Yes,10-20,18.29,No
Control,Peel,L6V,Fast Casual,No,6,Yes,No,1-10,20.04,No
Control,York,L7E,Family Style,No,14,Yes,Yes,1-10,17.52,No
Control,York,L4G,Casual Dining,No,2,Yes,No,10-20,15.65,No
Control,Peel,L5B,Family Style,No,6,Yes,No,10-20,17.39,No
Control,Toronto,M0J,Fine Dining,Franchise,1,Yes,Yes,10-20,15.08,No
Control,Durham,L1M,Casual Dining,No,10,Yes,Yes,10-20,21.53,No
Control,York,L7B,Fast Casual,No,2,Yes,No,1-10,15.89,No
Control,Peel,L5A,Fast Casual,No,6,Yes,Yes,1-10,20.48,Yes
Control,Toronto,M7M,Family Style,No,12,No,Yes,1-10,15.69,No
Control,Halton,L9T,Fast Casual,No,3,Yes,No,10-20,18.72,No
Control,Toronto,M8A,Family Style,No,8,Yes,No,1-10,19.19,No
Control,Toronto,M3B,Fast Food,Franchise,3,Yes,Yes,1-10,21.39,No
Control,Peel,L4Y,Fast Food,Franchise,13,Yes,No,10-20,17.97,No
Control,York,L9N,Fast Casual,Franchise,3,Yes,Yes,1-10,20.2,No
