type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10
Control,L0E,York,Fast Casual,Franchise,5,No,No,13.94,No
Control,L6T,Peel,Fine Dining,No,23,Yes,No,18.88,No
Control,M4Y,Toronto,Premium Casual,Franchise,9,Yes,No,18.36,No
Control,L1W,Durham,Fast Food,Franchise,5,Yes,No,15.71,No
Control,L7E,York,Family Style,Franchise,19,Yes,Yes,20.17,No
Control,L4E,York,Fine Dining,No,12,Yes,No,19.19,No
Control,L9L,Durham,Family Style,No,10,Yes,No,17.62,No
Control,L6T,Peel,Premium Casual,No,9,No,No,19.28,No
Control,L7E,York,Fast Casual,Franchise,10,Yes,Yes,22.42,No
Control,M2E,Toronto,Fast Casual,No,20,Yes,No,15.24,No
Control,M6V,Toronto,Premium Casual,Franchise,7,Yes,No,15.89,No
Control,L0E,York,Fast Food,No,7,Yes,No,15.74,No
Control,L1K,Durham,Fast Food,Franchise,7,Yes,No,14.08,No
Control,L6C,York,Family Style,No,15,Yes,No,18.24,No
Control,L4Y,Peel,Casual Dining,Franchise,17,Yes,No,17.91,No
Control,L6C,York,Fast Casual,No,0,Yes,Yes,17.79,No
Control,L7C,Peel,Casual Dining,No,4,Yes,No,15.83,No
Control,M6X,Toronto,Casual Dining,No,12,Yes,Yes,19.25,No
Control,L0E,Durham,Fast Casual,No,11,Yes,No,17.4,No
Control,L4S,York,Family Style,Franchise,9,Yes,Yes,14.45,No
Control,L5V,Peel,Premium Casual,No,3,Yes,Yes,19.87,No
Control,M4L,Toronto,Family Style,No,9,Yes,No,19.56,No
Control,L7E,York,Fast Food,No,10,No,Yes,16.54,No
Control,L0E,Durham,Fast Casual,No,13,Yes,Yes,16.69,No
Control,M1Q,Toronto,Casual Dining,Franchise,12,Yes,No,16.96,No
Control,L7K,Peel,Family Style,No,7,Yes,Yes,13.29,No
Control,L7L,Halton,Casual Dining,Franchise,16,Yes,Yes,20.78,No
Control,L4Y,Peel,Family Style,No,10,Yes,No,13.71,No
Control,L9P,Durham,Casual Dining,Franchise,4,Yes,No,23,No
Control,M5V,Toronto,Family Style,No,4,Yes,No,19.29,No
Control,L4W,Peel,Premium Casual,No,8,Yes,No,20.22,No
Control,L7A,Peel,Fast Casual,No,16,Yes,Yes,18.05,No
Control,L6G,York,Family Style,Franchise,0,Yes,No,14.54,No
Control,L7R,Halton,Fast Casual,No,4,Yes,Yes,15.21,No
Control,L9N,York,Family Style,Franchise,13,Yes,Yes,13.62,No
Control,L7B,York,Premium Casual,No,17,Yes,Yes,18.37,No
Control,M0T,Toronto,Fast Casual,Franchise,27,Yes,No,18.06,No
Control,L4Z,Peel,Fast Casual,Franchise,7,Yes,No,14.74,No
Control,L4Y,Peel,Casual Dining,Franchise,26,Yes,No,19.41,No
Control,M9A,Toronto,Premium Casual,No,21,Yes,Yes,15.64,No
Control,M3J,Toronto,Fast Casual,No,13,Yes,No,18.22,No
Control,L1M,Durham,Casual Dining,Franchise,13,Yes,No,17.29,No
Control,M7W,Toronto,Family Style,Franchise,2,Yes,No,19,No
Control,L9N,York,Fast Casual,No,13,Yes,No,19.11,No
Control,L7S,Halton,Fine Dining,No,11,Yes,Yes,14.07,No
Control,L4G,York,Casual Dining,No,13,Yes,Yes,13.62,No
Control,L0P,Halton,Casual Dining,No,1,Yes,Yes,16.45,No
Control,L6S,Peel,Casual Dining,Franchise,14,Yes,Yes,19.44,No
Control,M2L,Toronto,Premium Casual,No,10,Yes,Yes,15.61,No
Control,L4X,Peel,Fast Food,No,3,Yes,Yes,19.49,No
Control,L1Z,Durham,Premium Casual,No,16,Yes,No,18.07,No
Control,L5A,Peel,Fast Food,Franchise,12,Yes,Yes,18.41,No
Control,L6V,Peel,Casual Dining,No,6,Yes,Yes,12.13,No
Control,L7A,Peel,Premium Casual,No,3,Yes,Yes,19.39,No
Control,M6N,Toronto,Family Style,Franchise,3,Yes,Yes,16.61,No
Control,L0E,Durham,Premium Casual,No,3,Yes,Yes,18.12,No
Control,L4Z,Peel,Fine Dining,No,1,Yes,No,15.78,No
Control,L9E,Halton,Family Style,No,3,Yes,Yes,13.18,No
Control,L7L,Halton,Premium Casual,Franchise,4,Yes,Yes,18.49,No
Control,L6G,York,Fast Food,No,4,No,No,11.51,No
Control,L0B,Durham,Fast Casual,No,2,Yes,No,16.74,No
Control,M6Q,Toronto,Casual Dining,No,11,No,No,15.78,No
Control,L5J,Peel,Fine Dining,No,9,No,Yes,12,No
Control,L6R,Peel,Premium Casual,Franchise,7,Yes,Yes,23.56,No
Control,L7A,Peel,Fine Dining,Franchise,18,Yes,No,15.07,No
Control,L6V,Peel,Family Style,No,14,Yes,Yes,15.47,No
Control,L0J,York,Family Style,No,22,Yes,No,20.19,No
Control,L3S,York,Fine Dining,No,13,Yes,No,14.31,No
Control,L6S,Peel,Family Style,No,9,Yes,Yes,15.95,No
Control,L7A,Peel,Casual Dining,No,9,Yes,Yes,15.68,No
Control,M8T,Toronto,Fast Casual,Franchise,1,Yes,Yes,17.62,No
Control,L9N,York,Fast Casual,Franchise,17,Yes,Yes,22.38,No
Control,L0C,Durham,Fast Casual,No,22,Yes,No,17.03,No
Control,M1R,Toronto,Casual Dining,No,5,Yes,Yes,14.42,No
Control,L4Y,Peel,Family Style,Franchise,8,Yes,Yes,15.93,No
Control,M2S,Toronto,Casual Dining,Franchise,9,Yes,No,15.07,No
Control,L6M,Halton,Fast Casual,Franchise,13,Yes,Yes,15.61,No
Control,L4P,York,Casual Dining,Franchise,2,No,Yes,21,No
Control,L1G,Durham,Fine Dining,Franchise,5,Yes,No,16.59,No
Control,L7K,Peel,Fast Casual,No,13,Yes,Yes,15.79,No
Control,M3O,Toronto,Casual Dining,No,7,Yes,Yes,19.09,No
Control,L5G,Peel,Fast Casual,No,6,Yes,No,21.9,No
Control,L1T,Durham,Fast Casual,No,1,Yes,No,17.45,No
Control,L9N,York,Fine Dining,Franchise,4,No,No,14.6,No
Control,L4X,Peel,Fast Casual,No,11,Yes,Yes,16.51,Yes
Control,M5M,Toronto,Family Style,No,21,Yes,Yes,16.94,No
Control,L4T,Peel,Family Style,No,9,Yes,Yes,17.35,No
Control,L4V,Peel,Fast Casual,Franchise,11,Yes,Yes,13.28,No
Control,M8J,Toronto,Premium Casual,Franchise,15,Yes,Yes,13.31,No
Control,L1V,Durham,Casual Dining,No,0,Yes,No,15.86,No
Control,L6A,York,Fast Casual,No,8,Yes,No,14.65,No
Control,L6V,Peel,Fast Food,No,5,Yes,No,15.16,No
Control,M0W,Toronto,Premium Casual,No,4,Yes,Yes,16.29,No
Control,L0B,Durham,Casual Dining,No,4,No,No,17.9,No
Control,L3Z,York,Fast Food,Franchise,26,Yes,No,18.13,No
Control,L7K,Peel,Casual Dining,Franchise,8,Yes,No,16.1,No
Control,L1K,Durham,Fast Casual,No,18,Yes,Yes,22.52,No
Control,L3S,York,Fast Food,Franchise,17,Yes,Yes,17,No
Control,M5W,Toronto,Family Style,No,11,Yes,No,14.37,No
Control,L1J,Durham,Family Style,No,1,Yes,Yes,19.47,No
Control,L0P,Halton,Fine Dining,Franchise,11,Yes,No,16.44,No
Control,M5T,Toronto,Family Style,Franchise,12,Yes,Yes,18.08,No
Control,M4P,Toronto,Fast Food,No,8,Yes,Yes,20.39,No
Control,M1V,Toronto,Fine Dining,No,4,No,No,15.03,No
Control,L7B,York,Casual Dining,No,14,Yes,Yes,16.63,No
Control,L1P,Durham,Family Style,No,7,Yes,Yes,18.76,No
Control,L9N,York,Family Style,Franchise,8,Yes,Yes,20.55,No
Control,L7C,Peel,Fast Casual,No,11,Yes,No,24.12,No
Control,L6G,York,Casual Dining,No,16,Yes,No,17.14,No
Control,M2V,Toronto,Fast Casual,Franchise,6,No,No,18.65,No
Control,M5H,Toronto,Casual Dining,No,10,Yes,No,15.02,No
Control,L0H,York,Casual Dining,No,0,Yes,Yes,18.42,No
Control,L9N,York,Casual Dining,No,9,Yes,Yes,15.93,No
Control,L0E,Durham,Casual Dining,No,6,Yes,Yes,18.26,No
Control,M0K,Toronto,Premium Casual,No,17,No,Yes,16.1,No
Control,L9N,York,Casual Dining,No,18,Yes,Yes,15.08,No
Control,L4V,Peel,Family Style,Franchise,6,Yes,No,18.44,No
Control,L4W,Peel,Fast Casual,Franchise,10,Yes,Yes,15.85,No
Control,M6A,Toronto,Casual Dining,Franchise,20,Yes,Yes,16.86,No
Control,L4H,York,Fine Dining,No,16,Yes,Yes,20.05,No
Control,L7S,Halton,Premium Casual,Franchise,11,Yes,No,18.32,No
Control,L4X,Peel,Casual Dining,No,10,Yes,No,19.46,No
Control,L7T,Halton,Family Style,No,22,Yes,Yes,17.18,No
Control,L0E,York,Family Style,No,13,No,No,19.14,No
Control,M5G,Toronto,Casual Dining,No,9,No,No,13.64,No
Control,L9P,Durham,Family Style,No,9,No,No,18.35,No
Control,L7A,Peel,Fine Dining,No,9,Yes,No,15.86,No
Control,L6G,York,Fast Casual,No,12,Yes,No,18.3,No
Control,L6P,Peel,Premium Casual,No,5,Yes,Yes,16.28,Yes
Control,M7U,Toronto,Fast Casual,No,3,Yes,Yes,18.44,No
Control,L9L,Durham,Family Style,No,15,Yes,No,17.47,No
Control,L7A,Peel,Fast Food,Franchise,18,Yes,Yes,20.35,No
Control,L7B,York,Casual Dining,No,2,Yes,No,18.64,No
Control,L4V,Peel,Fine Dining,Franchise,20,Yes,No,15.47,No
Control,L6Z,Peel,Casual Dining,No,1,Yes,Yes,17.57,No
Control,M0F,Toronto,Fast Food,No,2,Yes,No,21.06,No
Control,L6L,Halton,Family Style,No,14,Yes,No,15.99,No
Control,M1U,Toronto,Family Style,No,12,Yes,Yes,20.59,No
Control,L6P,Peel,Casual Dining,Franchise,21,No,Yes,22.35,No
Control,L4L,York,Fast Casual,No,6,Yes,Yes,20.16,No
Control,M0X,Toronto,Family Style,No,13,No,No,17.58,No
Control,L4P,York,Family Style,No,3,Yes,Yes,16.45,No
Control,L7E,York,Fine Dining,Franchise,11,No,Yes,17.48,No
Control,L1V,Durham,Premium Casual,No,4,Yes,No,17.64,No
Control,L3R,York,Family Style,No,12,Yes,No,18.26,No
Control,L1H,Durham,Fast Food,Franchise,4,Yes,No,17.86,No
Control,L3P,York,Fast Food,Franchise,12,Yes,Yes,14.59,No
Control,L7A,Peel,Family Style,No,9,Yes,No,18.37,No
Control,L6Y,Peel,Casual Dining,Franchise,1,Yes,No,22.39,No
Control,L4W,Peel,Fast Food,No,3,Yes,No,14.98,No
Control,M7O,Toronto,Casual Dining,Franchise,6,Yes,No,18.73,No
Control,L4W,Peel,Casual Dining,No,6,Yes,Yes,19.38,No
Control,M1O,Toronto,Casual Dining,No,5,Yes,No,18.43,No
Control,L0C,Durham,Fine Dining,No,7,Yes,No,17.4,No
Control,L6V,Peel,Casual Dining,Franchise,18,No,Yes,15.39,No
Control,L4Y,Peel,Premium Casual,No,1,Yes,Yes,23.52,No
Control,L6W,Peel,Casual Dining,No,9,Yes,Yes,16.99,No
Control,L0E,York,Casual Dining,Franchise,11,No,No,19.62,No
Control,L6X,Peel,Fast Casual,Franchise,12,Yes,No,14.26,No
Control,L6R,Peel,Fast Casual,Franchise,6,No,Yes,18.04,No
Control,M1C,Toronto,Family Style,No,2,Yes,No,17.42,No
Control,M4N,Toronto,Fine Dining,No,4,Yes,No,18.29,No
Control,L0P,Halton,Premium Casual,No,9,No,No,21.01,No
Control,L4T,Peel,Premium Casual,No,8,Yes,Yes,13.4,No
Control,L7R,Halton,Fine Dining,No,7,Yes,Yes,18.44,No
Control,L5K,Peel,Casual Dining,No,11,Yes,Yes,21.53,No
Control,L7A,Peel,Family Style,No,19,Yes,Yes,16.95,No
Control,L9N,York,Casual Dining,No,18,Yes,No,15.71,No
Control,M1S,Toronto,Fast Casual,No,4,No,Yes,20.91,No
Control,M4K,Toronto,Fast Casual,No,6,Yes,No,18.31,No
Control,L4S,York,Family Style,Franchise,1,Yes,Yes,16.77,No
Control,L0G,York,Casual Dining,No,10,Yes,No,17.51,No
Control,M7E,Toronto,Casual Dining,No,15,Yes,No,18.27,No
Control,L9T,Halton,Casual Dining,Franchise,2,No,No,20.33,No
Control,L3Z,York,Casual Dining,No,20,Yes,Yes,21.84,No
Control,M9H,Toronto,Casual Dining,Franchise,16,No,No,20.09,No
Control,L6W,Peel,Casual Dining,Franchise,6,Yes,Yes,16.53,No
Control,L5R,Peel,Premium Casual,No,18,Yes,No,19.59,No
Control,L4Y,Peel,Fast Casual,No,18,Yes,Yes,18.93,No
Control,L7B,York,Casual Dining,Franchise,21,Yes,No,19.34,No
Control,L7B,York,Fast Food,Franchise,3,Yes,No,15.95,No
Control,L6E,York,Fast Casual,Franchise,6,No,Yes,16.66,No
Control,L5L,Peel,Casual Dining,Franchise,3,Yes,Yes,21.77,No
Control,L0C,Durham,Fine Dining,No,4,Yes,No,19.68,No
Control,L9N,York,Fast Food,Franchise,11,Yes,No,10.91,No
Control,L9P,Durham,Family Style,No,9,Yes,Yes,17.64,No
Control,L6H,Halton,Fine Dining,No,5,Yes,Yes,20.08,No
Control,M8J,Toronto,Fine Dining,Franchise,8,Yes,No,18.86,No
Control,M6P,Toronto,Family Style,Franchise,9,Yes,Yes,18.83,No
Control,L0G,York,Premium Casual,No,1,Yes,Yes,18.18,Yes
Control,L1B,Durham,Family Style,No,1,Yes,Yes,14.69,No
Control,M5T,Toronto,Casual Dining,Franchise,22,Yes,No,15.24,No
Control,L1P,Durham,Premium Casual,No,13,Yes,No,16.72,No
Control,L0P,Halton,Family Style,Franchise,8,Yes,No,11.71,No
Control,M2A,Toronto,Fast Food,No,5,Yes,No,18.9,No
Control,M3L,Toronto,Casual Dining,Franchise,12,Yes,Yes,18.03,No
Control,M6Z,Toronto,Fast Food,No,8,Yes,No,16.14,No
Control,L6H,Halton,Casual Dining,No,2,Yes,Yes,15,No
Control,L7B,York,Fast Casual,Franchise,10,Yes,No,18.67,No
Control,L0P,Halton,Casual Dining,No,4,Yes,Yes,19.73,No
Control,L6T,Peel,Family Style,No,2,Yes,Yes,21.31,No
Control,L0H,York,Fast Casual,Franchise,8,Yes,Yes,15.62,No
Control,L0G,York,Fast Food,No,3,Yes,Yes,13.65,No
Control,L9T,Halton,Family Style,Franchise,8,Yes,Yes,18.18,No
Control,L4A,York,Fast Food,No,21,Yes,No,15.62,No
Control,M7L,Toronto,Fast Casual,Franchise,1,Yes,No,16.38,No
Control,M3C,Toronto,Fast Food,Franchise,6,Yes,No,19.96,No
Control,L9N,York,Family Style,Franchise,19,No,No,17.67,No
Control,L6P,Peel,Fast Food,No,2,Yes,No,17.97,No
Control,L6W,Peel,Fine Dining,No,1,Yes,No,17.74,No
Control,L9T,Halton,Family Style,No,5,Yes,No,22.02,No
Control,L9N,York,Casual Dining,No,17,Yes,Yes,19.31,No
Control,L6C,York,Casual Dining,No,4,Yes,No,20.12,No
Control,L5S,Peel,Fast Casual,No,6,Yes,No,18.34,No
Control,L1J,Durham,Casual Dining,No,0,Yes,No,12.95,No
Control,L6A,York,Premium Casual,No,8,Yes,Yes,14.92,No
Control,L9N,York,Fast Food,No,16,Yes,Yes,18.94,No
Control,L4A,York,Premium Casual,No,17,No,No,18.05,No
Control,L9E,Halton,Fine Dining,No,10,Yes,Yes,13.61,No
Control,L4T,Peel,Casual Dining,No,6,Yes,Yes,20.28,No
Control,L6W,Peel,Family Style,No,5,No,Yes,15.04,No
Control,L4W,Peel,Fast Casual,No,19,Yes,No,17.08,No
Control,L9P,Durham,Family Style,No,6,Yes,No,18.44,No
Control,M5Z,Toronto,Fast Food,No,1,Yes,Yes,19.35,No
Control,L4T,Peel,Fast Casual,No,15,Yes,Yes,16.72,No
Control,M6D,Toronto,Casual Dining,Franchise,7,Yes,Yes,18.26,No
Control,L7C,Peel,Fast Food,Franchise,3,Yes,No,15.51,No
Control,L0E,York,Casual Dining,No,12,Yes,No,20.99,No
Control,L4V,Peel,Casual Dining,No,11,No,Yes,17.04,No
Control,M7O,Toronto,Fast Food,No,15,Yes,No,22.12,No
Control,L6E,York,Fast Casual,No,6,Yes,No,19.22,No
Control,M5U,Toronto,Fast Casual,No,12,Yes,Yes,16.28,Yes
Control,L7S,Halton,Family Style,No,13,Yes,No,15.68,No
Control,M2V,Toronto,Premium Casual,No,1,Yes,Yes,15.4,No
Control,L6W,Peel,Fast Casual,Franchise,10,Yes,Yes,13.47,No
Control,M5M,Toronto,Family Style,No,9,Yes,No,14.23,No
Control,L5M,Peel,Fast Casual,No,10,Yes,No,18.67,No
Control,L6G,York,Fast Food,No,9,Yes,Yes,16.15,No
Control,L3R,York,Family Style,Franchise,1,Yes,Yes,15.71,No
Control,L9L,Durham,Casual Dining,No,8,Yes,Yes,14.21,No
Control,M3X,Toronto,Fast Food,No,8,Yes,Yes,16.37,No
Control,L7C,Peel,Fast Casual,No,7,Yes,Yes,17.11,No
Control,L7C,Peel,Fine Dining,No,12,Yes,No,16.62,No
Control,M0X,Toronto,Casual Dining,No,5,Yes,No,22.65,No
Control,L0J,York,Casual Dining,Franchise,11,Yes,Yes,13.26,No
Control,M2X,Toronto,Fast Food,Franchise,1,Yes,Yes,17.32,No
Control,L6G,York,Fast Casual,No,8,Yes,No,14.84,No
Control,L1N,Durham,Fine Dining,No,10,Yes,No,14.92,No
Control,M1G,Toronto,Premium Casual,Franchise,10,Yes,No,18.5,No
Control,L4X,Peel,Family Style,No,8,Yes,Yes,17.12,No
Control,M3K,Toronto,Family Style,No,11,Yes,Yes,17.18,No
Control,L0C,Durham,Casual Dining,Franchise,5,Yes,No,19.02,No
Control,M4O,Toronto,Casual Dining,No,11,Yes,No,18.05,No
Control,M1M,Toronto,Family Style,No,11,Yes,Yes,18.59,No
Control,L5B,Peel,Fast Food,Franchise,15,No,No,16.66,No
Control,M9C,Toronto,Fast Casual,Franchise,2,Yes,No,16.36,No
Control,L7E,York,Premium Casual,No,5,Yes,Yes,16.01,No
Control,L5K,Peel,Premium Casual,No,15,Yes,No,16.22,No
Control,L7K,Peel,Family Style,No,3,Yes,Yes,14.99,No
Control,L1B,Durham,Casual Dining,Franchise,3,Yes,Yes,19.44,No
Control,M5G,Toronto,Fine Dining,Franchise,19,Yes,No,16.16,No
Control,L9E,Halton,Casual Dining,No,19,Yes,Yes,15.61,No
Control,L3R,York,Premium Casual,Franchise,21,Yes,No,14.52,No
Control,M7G,Toronto,Family Style,Franchise,18,Yes,No,17.58,No
Control,L4S,York,Fine Dining,No,14,Yes,No,18.05,No
Control,L7C,Peel,Fast Food,No,12,Yes,Yes,15.15,No
Control,M8U,Toronto,Casual Dining,No,11,Yes,No,16.31,No
Control,L6X,Peel,Casual Dining,No,19,Yes,No,14.13,No
Control,M1R,Toronto,Family Style,No,7,Yes,No,18.79,No
Control,M5H,Toronto,Casual Dining,No,18,Yes,No,22.2,No
Control,L0P,Halton,Family Style,Franchise,14,Yes,No,15.82,No
Control,L7T,Halton,Fast Casual,Franchise,8,Yes,No,16.48,No
Control,L0C,Durham,Premium Casual,No,6,Yes,Yes,16.24,No
Control,L6Y,Peel,Fast Casual,No,12,Yes,No,15.03,No
Control,L7A,Peel,Family Style,No,11,Yes,Yes,17.25,No
Control,L6Y,Peel,Fine Dining,No,15,Yes,Yes,18.8,No
Control,L4W,Peel,Family Style,No,12,Yes,Yes,17.7,No
Control,L0N,York,Casual Dining,No,3,Yes,No,20.77,No
Control,L3S,York,Casual Dining,No,16,Yes,Yes,15.43,No
Control,L6A,York,Fast Casual,No,19,Yes,Yes,18.78,No
Control,L6R,Peel,Family Style,No,3,Yes,Yes,19.85,No
Control,L0H,York,Fast Casual,No,13,Yes,Yes,18.78,No
Control,L7A,Peel,Premium Casual,Franchise,6,Yes,No,17.89,No
Control,M9Q,Toronto,Fast Casual,Franchise,14,Yes,Yes,17.45,No
Control,L5J,Peel,Fast Casual,No,20,Yes,Yes,20.64,No
Control,L3S,York,Fast Casual,No,8,Yes,No,17.73,No
Control,L7M,Halton,Fast Casual,No,9,Yes,Yes,17.94,Yes
Control,L5J,Peel,Casual Dining,Franchise,6,Yes,No,14.63,No
Control,M6O,Toronto,Casual Dining,No,3,Yes,Yes,14.92,No
Control,L4P,York,Fine Dining,Franchise,11,Yes,No,20.96,No
Control,L5W,Peel,Premium Casual,No,3,Yes,No,20.7,No
Control,M2C,Toronto,Casual Dining,Franchise,2,Yes,Yes,17.8,No
Control,L0B,Durham,Casual Dining,Franchise,4,Yes,Yes,15.33,No
Control,L6V,Peel,Fast Food,Franchise,2,Yes,No,19.33,No
Control,L7E,York,Premium Casual,No,4,Yes,Yes,17.98,No
Control,M0B,Toronto,Casual Dining,No,16,Yes,Yes,18.93,No
Control,M3L,Toronto,Fine Dining,No,10,Yes,No,15.13,No
Control,L1P,Durham,Fast Casual,No,5,Yes,No,21.73,No
Control,L7E,York,Casual Dining,No,8,Yes,No,19.29,No
Control,L7C,Peel,Family Style,No,10,Yes,Yes,18.76,No
Control,L3R,York,Casual Dining,Franchise,0,Yes,Yes,17.11,No
Control,L5G,Peel,Fast Food,No,7,Yes,No,19.31,No
Control,M9E,Toronto,Family Style,No,17,Yes,Yes,18.06,No
Control,L6Y,Peel,Fast Casual,No,2,Yes,No,19.84,No
Control,L9P,Durham,Fast Casual,No,14,Yes,Yes,15.89,No
Control,M4L,Toronto,Premium Casual,No,19,Yes,Yes,16.92,No
Control,M3Z,Toronto,Fast Casual,No,11,Yes,No,15.94,No
Control,L9T,Halton,Casual Dining,Franchise,3,Yes,Yes,18.55,No
Control,L9N,York,Fast Food,No,8,Yes,Yes,15.44,No
Control,M1F,Toronto,Fast Casual,No,10,No,No,16.3,No
Control,M2O,Toronto,Family Style,No,10,No,No,17.73,No
Control,L6A,York,Casual Dining,No,11,No,Yes,18.06,No
Control,L9P,Durham,Fast Food,No,1,Yes,No,15.58,No
Control,L6M,Halton,Casual Dining,No,14,Yes,No,16.64,No
Control,M8L,Toronto,Casual Dining,Franchise,13,Yes,Yes,18.39,No
Control,L0B,Durham,Fast Casual,Franchise,17,Yes,Yes,17.3,No
Control,M7L,Toronto,Premium Casual,No,8,No,No,17.02,No
Control,L4X,Peel,Fast Casual,No,12,Yes,No,18.84,No
Control,L4W,Peel,Family Style,No,8,No,No,18.36,No
Control,M1U,Toronto,Fine Dining,No,5,Yes,Yes,15.36,No
Control,L5S,Peel,Casual Dining,No,5,Yes,No,15.17,No
Control,L6X,Peel,Casual Dining,No,3,Yes,Yes,19.54,No
Control,M6X,Toronto,Casual Dining,No,2,Yes,Yes,18.42,No
Control,L7C,Peel,Fast Food,No,5,Yes,No,17.27,No
Control,L5K,Peel,Family Style,Franchise,2,Yes,No,23.92,No
Control,M1I,Toronto,Fine Dining,Franchise,2,Yes,No,19.95,No
Control,M0M,Toronto,Family Style,No,19,No,No,17.07,No
Control,M0H,Toronto,Casual Dining,No,15,Yes,Yes,18.77,No
Control,L6G,York,Family Style,No,3,Yes,No,17.76,No
Control,L5E,Peel,Fine Dining,No,19,Yes,Yes,15.85,No
Control,L9L,Durham,Casual Dining,No,10,Yes,Yes,15,No
Control,L6R,Peel,Fast Casual,No,11,No,No,16.1,No
Control,M2O,Toronto,Family Style,No,8,Yes,Yes,20.2,No
Control,L7C,Peel,Fast Food,Franchise,6,No,No,11.58,No
Control,L9T,Halton,Fast Casual,No,9,Yes,No,16.35,No
Control,L4V,Peel,Premium Casual,No,16,Yes,Yes,17.61,No
Control,L4T,Peel,Family Style,No,11,Yes,No,19.5,No
Control,L4H,York,Casual Dining,Franchise,10,Yes,No,16.98,No
Control,L9P,Durham,Premium Casual,No,13,Yes,No,17.67,No
Control,L6B,York,Fine Dining,No,2,Yes,No,14.07,No
Control,L6B,York,Premium Casual,Franchise,6,Yes,No,15.47,No
Control,M6A,Toronto,Family Style,Franchise,14,Yes,No,16.82,No
Control,L5K,Peel,Premium Casual,Franchise,6,Yes,Yes,20.82,No
Control,L7A,Peel,Fast Casual,No,13,Yes,No,16.23,No
Control,M1R,Toronto,Family Style,No,16,Yes,No,14.61,No
Control,M9W,Toronto,Fast Casual,No,7,Yes,Yes,13.47,No
Control,M7D,Toronto,Fast Food,No,12,Yes,Yes,15.66,No
Control,L0E,Durham,Family Style,No,8,Yes,Yes,12.69,No
Control,L4H,York,Fast Casual,Franchise,3,Yes,Yes,17.2,No
Control,L5A,Peel,Family Style,No,12,Yes,No,16.62,No
Control,M1U,Toronto,Casual Dining,No,6,Yes,Yes,19.25,No
Control,M3X,Toronto,Casual Dining,No,10,No,No,19.77,No
Control,L9E,Halton,Premium Casual,Franchise,1,No,No,20.39,No
Control,L5R,Peel,Casual Dining,Franchise,22,Yes,Yes,18.57,No
Control,M6I,Toronto,Fast Casual,Franchise,11,Yes,No,14.99,No
Control,L9N,York,Fast Casual,No,10,Yes,Yes,20.93,No
Control,L6V,Peel,Fast Food,No,17,Yes,No,13.31,No
Control,M6O,Toronto,Fast Casual,No,18,Yes,No,18.38,No
Control,L7B,York,Premium Casual,No,6,Yes,Yes,15.64,No
Control,L6T,Peel,Casual Dining,No,5,Yes,No,15.98,No
Control,L4Y,Peel,Family Style,No,8,No,Yes,15.59,No
Control,L6K,Halton,Fast Casual,Franchise,16,Yes,No,19.91,No
Control,L7E,York,Fast Casual,No,17,Yes,No,14.2,No
Control,L1J,Durham,Premium Casual,No,5,Yes,No,16.19,No
Control,L7A,Peel,Casual Dining,No,13,Yes,Yes,18.24,No
Control,M2M,Toronto,Casual Dining,No,23,Yes,Yes,15.91,No
Control,M0D,Toronto,Fine Dining,Franchise,3,Yes,Yes,15.43,No
Control,L1B,Durham,Fast Casual,Franchise,10,Yes,No,15.92,No
Control,L3Z,York,Premium Casual,No,16,Yes,No,17.39,No
Control,M1X,Toronto,Fast Casual,Franchise,4,Yes,Yes,14.39,No
Control,L6G,York,Fast Casual,No,7,No,Yes,16.66,No
Control,L9N,York,Casual Dining,No,5,Yes,No,21.25,No
Control,L4Z,Peel,Casual Dining,No,11,Yes,Yes,17.03,No
Control,M7T,Toronto,Family Style,No,5,Yes,Yes,14.56,No
Control,L4L,York,Family Style,No,13,Yes,Yes,14.66,No
Control,M7S,Toronto,Premium Casual,No,5,Yes,No,19.61,No
Control,L0E,Durham,Fast Casual,Franchise,4,Yes,No,19.14,No
Control,L4C,York,Fast Casual,No,5,Yes,Yes,15.32,No
Control,L9E,Halton,Fast Casual,No,6,Yes,Yes,18.79,No
Control,L4Z,Peel,Fast Casual,No,13,No,No,21.15,No
Control,M4J,Toronto,Fast Food,No,10,No,No,17.92,No
Control,M4C,Toronto,Family Style,No,3,Yes,Yes,17.72,No
Control,L9L,Durham,Casual Dining,No,3,Yes,No,16.5,No
Control,M7Q,Toronto,Family Style,No,10,Yes,No,18.55,No
Control,L5L,Peel,Casual Dining,No,14,Yes,Yes,15.3,No
Control,M0K,Toronto,Fast Casual,Franchise,21,Yes,No,17.39,No
Control,L4Y,Peel,Family Style,No,4,Yes,Yes,13.8,No
Control,M9T,Toronto,Fast Food,Franchise,1,Yes,No,19.05,No
Control,L4Z,Peel,Premium Casual,No,2,Yes,Yes,16.75,No
Control,L0E,Durham,Family Style,Franchise,16,Yes,No,19.85,No
Control,L6B,York,Casual Dining,No,12,Yes,No,14.03,No
Control,M0N,Toronto,Casual Dining,Franchise,13,Yes,Yes,17.34,No
Control,L6Z,Peel,Family Style,No,1,Yes,Yes,15.11,No
Control,L6E,York,Fast Casual,Franchise,10,Yes,Yes,19.44,No
Control,M8L,Toronto,Fast Casual,No,20,Yes,No,15.76,No
Control,L7P,Halton,Fine Dining,Franchise,5,Yes,Yes,13.91,No
Control,M7H,Toronto,Fast Casual,Franchise,6,Yes,Yes,16.1,No
Control,L0E,Durham,Fast Food,No,5,Yes,No,13.45,No
